,Restaurants,lat-long
394,him zaika 1 sector 7 dwarka new delhi,"28.5850504785,77.0699061826"
395,jaiswal mutton handi sector 7 dwarka new delhi,"28.5830143290,77.0719342679"
396,cake o clocks gaur city 2 greater noida,"28.6228700000,77.4380450000"
397,tamra shangri las eros hotel connaught place new delhi,"28.6211052250,77.2169569507"
398,the masala story by punjabi by nature sector 50 gurgaon,"28.4218489050,77.0524128154"
399,chache di hatti kamla nagar new delhi,"28.6823130571,77.2058257833"
400,bille di hatti pitampura new delhi,"28.7007083893,77.1501922607"
401,3 star pizzas and chinese hub ip extension new delhi,"28.6282410000,77.2997490000"
402,dosa wala khanpur new delhi,"28.5217639302,77.2318938375"
403,boxmeal sector 64 noida,"28.6126480000,77.3788450000"
404,moti mahal delux rajendar nagar,"28.6808817823,77.3595874384"
405,dosa wala khanpur new delhi,"28.5217639302,77.2318938375"
406,boxmeal sector 64 noida,"28.6126480000,77.3788450000"
407,moti mahal delux rajendar nagar,"28.6808817823,77.3595874384"
408,evergreen sweet house green park new delhi,"28.5563811847,77.2025206313"
409,naivedyam hauz khas village new delhi,"28.5550247604,77.1950999647"
410,rolls n more laxmi nagar new delhi,"28.6391002974,77.2790852934"
411,hale and hearty hauz khas new delhi,"28.5501110364,77.2055374458"
412,kake da hotel connaught place new delhi,"28.6348808595,77.2220390663"
413,puri bakers 1 rohini new delhi,"28.7233584322,77.1277081221"
414,havmor ice cream 2 pitampura new delhi,"28.7071151841,77.1394049004"
415,new durga dosa corner paschim vihar new delhi,"28.6701713077,77.0846160874"
416,khao piyo sector 71 noida,"28.5971699931,77.3816050217"
417,cravers saket new delhi,"28.5111141227,77.2024864331"
418,mazaar lajpat nagar 2 new delhi,"28.5704364926,77.2443932667"
419,roshan di kulfi karol bagh new delhi,"28.6504500640,77.1924288198"
420,sanjha chulha kailash colony new delhi,"28.5545488593,77.2420379519"
421,five star dhaba paschim vihar new delhi,"28.6644504285,77.0915103704"
422,wok in the clouds punjabi bagh new delhi,"28.6660416686,77.1257735789"
423,wakhra swaad hajipur,"28.5386815077,77.3657263443"
424,bromomo vasant kunj new delhi,"28.5196116658,77.1643296629"
425,eat fit sector 49 gurgaon,"28.4128090000,77.0555660000"
426,box of cake sector 35 faridabad,"28.4714856313,77.3106562346"
427,cafe di milano sector 13 dwarka new delhi,"28.5978193816,77.0349415764"
428,dhingra z pasta la vasta nit faridabad,"28.3909653250,77.2928711772"
429,deepanshu restaurant indirapuram ghaziabad,"28.6488023893,77.3628775030"
430,rollsking sector 41 noida,"28.5614344917,77.3609292135"
431,dosa country sector 7 dwarka new delhi,"28.5850328140,77.0723268762"
432,the yellow chilli laxmi nagar new delhi,"28.6369007023,77.2859172150"
433,khana badosh kalkaji new delhi,"28.5423010000,77.2529300000"
434,bhawani misthan bhandar nit faridabad,"28.3810554164,77.2971781343"
435,the turkey project defence colony new delhi,"28.5667360806,77.2340315580"
436,culinaire rajouri garden new delhi,"28.6467921913,77.1225602925"
437,the paratha junction uttam nagar new delhi,"28.6172250020,77.0687964186"
438,cake palace south extension 2 new delhi,"28.5677687462,77.2212293744"
439,khalsa punjabi bagh new delhi,"28.6668247769,77.1172605827"
440,standard snacks restaurant raja garden new delhi,"28.6496918426,77.1258671209"
441,garam masala vivek vihar new delhi,"28.6696994580,77.3121381551"
442,gola sizzlers naresh gola group connaught place new delhi,"28.6351830733,77.2195529938"
443,dark brown 2 sector 15 faridabad,"28.3952234371,77.3219557107"
444,mad over donuts greater kailash gk 1 new delhi,"28.5499490577,77.2334119678"
445,sagar ratna vikaspuri new delhi,"28.6302480808,77.0773060620"
446,apni rasoi mukherjee nagar new delhi,"28.7124358821,77.2154388204"
447,kolkata kathi roll malviya nagar new delhi,"28.5340798349,77.2097374499"
448,sethi bhojnalaya nit faridabad,"28.3973369450,77.2910231352"
449,shawarma buzz rolls tagore garden new delhi,"28.6525352179,77.1151902527"
450,prime street cafe connaught place new delhi,"28.6315502704,77.2205065191"
451,om di hatti kamla nagar delhi,"28.6813815247,77.1984681487"
452,civil lines wala sector 15 gurgaon,"28.4578097557,77.0344909653"
453,bhape di hatti krishna nagar new delhi,"28.6610834155,77.2641571239"
454,soni bakers rajouri garden new delhi,"28.6451606424,77.1211997420"
455,food town restaurant indirapuram ghaziabad,"28.6506780883,77.3659550026"
456,juggernaut kailash colony new delhi,"28.5528811268,77.2408631444"
457,al nawaz restaurant jasola new delhi,"28.5613005057,77.2923810035"
458,nirulas ice cream greater kailash gk 2 new delhi,"28.5394720456,77.2401768342"
459,zozo fast food corner mahipalpur new delhi,"28.5425590000,77.1256450000"
460,by the bay kamla nagar new delhi,"28.6806850000,77.2082720000"
461,rustique adchini new delhi,"28.5438673163,77.2013431415"
462,mitra di chaap mayur vihar new delhi,"28.6041611587,77.2923233360"
463,24 hrs tawa v s tandoor janakpuri new delhi,"28.6172250020,77.0687964186"
464,cheesecake co vivek vihar new delhi,"28.6681853475,77.3122598603"
465,cheesecake co vivek vihar new delhi,"28.6681853475,77.3122598603"
466,kilo curry crossing republik ghaziabad,"28.6299170000,77.4354720000"
467,al bake 1 jasola new delhi,"28.5412869615,77.2970457003"
468,hide n peak cafe defence colony new delhi,"28.5799570865,77.2385450453"
469,goosebumps karkardooma new delhi,"28.6466212403,77.3023232818"
470,bajrangs bikaner nit faridabad,"28.3884440000,77.3013060000"
471,kulcha walas sector 31 gurgaon,"28.4532487721,77.0507672802"
472,evoo eatery and pizzeria geetanjali enclave new delhi,"28.5332709943,77.2062599659"
473,the burgers nation sector 81 faridabad,"28.3870574563,77.3533412442"
474,bawejas cakes n bakes nit faridabad,"28.3977993983,77.2937093675"
475,burpy bites malviya nagar new delhi,"28.5343502326,77.2073157504"
476,hawkers vasant kunj new delhi,"28.5273056000,77.1532222000"
477,caffe tonino golf course road gurgaon,"28.4512021167,77.0972261578"
478,sethi fruit juice ice cream 1 tilak nagar new delhi,"28.6398126915,77.0959222689"
479,ram g samose wala moti nagar new delhi,"28.6640100311,77.1454626694"
480,sikkim fast food sector 15 gurgaon,"28.4584331800,77.0435373858"
481,chawla family restaurant 2 rajouri garden new delhi,"28.6391082424,77.1194422245"
482,the cake company dlf phase 1 gurgaon,"28.4730624035,77.0923985168"
483,darjeeling momo chowmein sector 44 gurgaon,"28.4487240000,77.0754110000"
484,shama chicken corner sohna road gurgaon,"28.4114110777,77.0421681181"
485,sukis parathas rohini new delhi,"28.7275119774,77.0914728194"
486,schezwan chef indirapuram ghaziabad,"28.6382287042,77.3606039956"
487,maa tara chittaranjan park new delhi,"28.5361178149,77.2532254457"
488,capital restaurant bar be que sector 31 gurgaon,"28.4535520970,77.0508655161"
489,haristo cafe pizzeria sector 72 noida,"28.5713978658,77.3832304403"
490,a one chicken biryani corner nit faridabad,"28.3927134811,77.3037716746"
491,bawarchi baba amrapali dream valley greater noida,"28.5869864917,77.4384219199"
492,la mia greater kailash gk 2 new delhi,"28.5306002443,77.2455630451"
493,b2b between 2 buns dlf phase 3 gurgaon,"28.4913226582,77.0941637456"
494,amritsari kulccha corner vikaspuri new delhi,"28.6353452149,77.0716647059"
495,a one chicken biryani corner nit faridabad,"28.3927134811,77.3037716746"
496,bawarchi baba amrapali dream valley greater noida,"28.5869864917,77.4384219199"
497,busan korean restaurant majnu ka tila new delhi,"28.7027726189,77.2286885977"
498,la mia greater kailash gk 2 new delhi,"28.5306002443,77.2455630451"
499,b2b between 2 buns dlf phase 3 gurgaon,"28.4913226582,77.0941637456"
500,amritsari kulccha corner vikaspuri new delhi,"28.6353452149,77.0716647059"
501,big daddy chicken corner shalimar bagh new delhi,"28.7335040000,77.1670810000"
502,pizza galleria shalimar bagh,"28.7182073601,77.1720091626"
503,pawan ji bhature wale shahdara new delhi,"28.6656536424,77.2840014473"
504,shahi muradabadi chicken biryani dlf cyber city gurgaon,"28.4982115378,77.0898108557"
505,jvr jai vaishno rasoi sector 50 gurgaon,"28.4254500219,77.0577758923"
506,tava burger tilak nagar new delhi,"28.6469381320,77.0872218534"
507,momo king malviya nagar new delhi,"28.5342574492,77.2072845697"
508,kumar pav bhaji corner krishna nagar new delhi,"28.6597427583,77.2831136361"
509,andhra bhavan feroze shah road new delhi,"28.6168554000,77.2257428000"
510,plum by bent chair janpath new delhi,"28.6183027907,77.2193330526"
511,oh so stoned sector 49 gurgaon,"28.4200012689,77.0504199341"
512,prince ki rasoi sector 43 gurgaon,"28.4503359000,77.0918894000"
513,sardarji malai chaap wale subhash nagar new delhi,"28.6378352784,77.1135262772"
514,pizza time rohini new delhi,"28.7227080000,77.0405980000"
515,anna ka dosa kalkaji new delhi,"28.5416159521,77.2553708777"
516,akus the burger co kalkaji new delhi,"28.5419252083,77.2565825656"
517,khana khazana restaurant tughlakabad new delhi,"28.5260765753,77.2584081441"
518,tikka junction kamla nagar new delhi,"28.6780271159,77.1888443828"
519,hashtag foods jail road new delhi,"28.6316579762,77.0981377736"
520,namcha vasant kunj new delhi,"28.5204592024,77.1669696271"
521,nazeer foods sector 72 noida,"28.5716010000,77.3824310000"
522,the drunken botanist dlf cyber city gurgaon,"28.4940689526,77.0886759460"
523,imly cafe rajinder nagar new delhi,"28.6437180000,77.1888900000"
524,dasaprakash hajipur,"28.5398782101,77.3672689497"
525,dasaprakash hajipur,"28.5398782101,77.3672689497"
526,qureshis kabab corner defence colony new delhi,"28.5770075169,77.2387502342"
527,24 seven tawa tandoor janakpuri new delhi,"28.6216100000,77.0763000000"
528,the brew room sda new delhi,"28.5462876853,77.1967354417"
529,enoki fresh asian kitchen greater kailash gk 1 new delhi,"28.5569368837,77.2357756644"
530,aggarwal sweet center kalkaji new delhi,"28.5416975370,77.2551918402"
531,shri radha ki rasoi sector 7 dwarka new delhi,"28.5867265333,77.0713280886"
532,royal china nehru place new delhi,"28.5502135245,77.2512245178"
533,haris kitchen lajpat nagar 3 new delhi,"28.5656604132,77.2437726706"
534,olly olives all day cafe bar dlf cyber city gurgaon,"28.4945860849,77.0883316174"
535,barcode sector 9 dwarka new delhi,"28.5747683445,77.0673999935"
536,mia bella romantic kitchen bar hauz khas village new delhi,"28.5534633490,77.1941139176"
537,khidmat kalkaji new delhi,"28.5419838196,77.2546785325"
538,ketoroo bakes saket new delhi,"28.5306397155,77.2203921899"
539,al falafel udyog vihar gurgaon,"28.5002045410,77.0787423849"
540,the jalebi shop 1 sector 54 gurgaon,"28.4395074466,77.1034126729"
541,chakhlo ji south city 2 gurgaon,"28.4250780000,77.0672620000"
542,amour bistro chanakyapuri new delhi,"28.6016073030,77.1859613433"
543,fateh ki kachori kashmiri gate new delhi,"28.6672781063,77.2284961492"
544,piyurish kitchenette sector 19 dwarka new delhi,"28.5752140000,77.0512740000"
545,nuskha e biryani 1 indirapuram ghaziabad,"28.6365125683,77.3639446869"
546,triple nine nit faridabad,"28.3859427922,77.3063717410"
547,non veg bhayankar sector 41 faridabad,"28.4636608300,77.2994135400"
548,veer ji di hatti rajouri garden new delhi,"28.6541307579,77.1166051179"
549,burger singh big punjabi burgers sector 20,"28.4056200000,77.3049490000"
550,classic caterers 2 rohini new delhi,"28.7388795043,77.1244049817"
551,coco kitchen palam new delhi,"28.5794200000,77.0861360000"
552,the grammar room mehrauli new delhi,"28.5259410713,77.1843308955"
553,mainis green leaf kaushambi ghaziabad,"28.6454242812,77.3242134601"
554,pemas malviya nagar new delhi,"28.5342954462,77.2072433308"
555,hangchuaas chinese food corner safdarjung new delhi,"28.5610300000,77.2098060000"
556,guppy lodhi colony new delhi,"28.5846754013,77.2237627208"
557,nirulas sushant lok gurgaon,"28.4533879067,77.0825695619"
558,chawla chicken com sector 7 noida,"28.5967308000,77.3167133000"
559,the red circle sector 7 gurgaon,"28.4542000000,77.0171120000"
560,malhotras zayeeka moti nagar new delhi,"28.6575185885,77.1390679479"
561,buffet sector 132 noida,"28.5010270000,77.4257320000"
562,amritsari kulcha king nit faridabad,"28.3925182270,77.3036184534"
563,simply south 1 sector 135 noida,No Location
564,ama thakali majnu ka tila new delhi,"28.7024564841,77.2286953032"
565,defence bakery greater kailash gk 2 new delhi,"28.5342433107,77.2433632985"
566,kaleva gole market new delhi,"28.6332623677,77.2085066512"
567,cafe crew brew delhi university gtb nagar new delhi,"28.6995108064,77.2083500217"
568,saturn express safdarjung new delhi,"28.5620193169,77.1939560026"
569,rolls mania uttam nagar new delhi,"28.6198920000,77.0389430000"
570,bakerz lodge punjabi bagh new delhi,"28.6666997506,77.1219413728"
571,for gods cake gujranwala town new delhi,"28.7012420000,77.1897050000"
572,sibang bakery golf course road gurgaon,"28.4479305694,77.0990825817"
573,fill up sector pi,"28.4683296584,77.5360090658"
574,decode air bar sector 29 gurgaon,"28.4685925615,77.0632938668"
575,the lo cal kitchen greater kailash gk 1 new delhi,"28.5479960000,77.2396960000"
576,chattynadu sushant lok gurgaon,"28.4529180000,77.0823430000"
577,qla mehrauli new delhi,"28.5268371614,77.1859331802"
578,the big bake theory greater kailash gk 1 new delhi,"28.5600182000,77.2466783500"
579,dadel vasant vihar new delhi,"28.5580450000,77.1640420000"
580,delicious food pizza and chinese corner tilak nagar new delhi,"28.6375070000,77.0839720000"
581,super snacks krishna nagar new delhi,"28.6595150478,77.2795422748"
582,the good food cafe pitampura new delhi,"28.6883050000,77.1350340000"
583,chaska nit faridabad,"28.3979365412,77.3043688014"
584,new anand sagar shahdara new delhi,"28.7025626467,77.2724478319"
585,veg gulati pandara road new delhi,"28.6078072717,77.2298838571"
586,tbk kulchas janakpuri new delhi,"28.6192098670,77.0917775854"
587,the cake bake sector 7 gurgaon,"28.4685763000,77.0141674000"
588,housefull cafe lounge delhi university gtb nagar new delhi,"28.6958824297,77.2039914876"
589,my bar headquarters connaught place new delhi,"28.6307215794,77.2198091447"
590,djs pizza pasta sector 56,"28.4311169699,77.0900509134"
591,mangal sweets prashant vihar new delhi,"28.7143513000,77.1326244000"
592,apna dhaba old vikaspuri new delhi,"28.6386227170,77.0783279836"
593,bokan east of kailash new delhi,"28.5588548618,77.2458171844"
594,antidot waterbar cafe safdarjung new delhi,"28.5591973437,77.1957420185"
595,tpp the pizza project malviya nagar new delhi,"28.5358890000,77.2177780000"
596,scorpio cafe mayur vihar phase 2 new delhi,"28.6196898902,77.3010844365"
597,kumar samose wala moti nagar new delhi,"28.6643121610,77.1438533440"
598,pastry palace vikaspuri new delhi,"28.6395455075,77.0821326971"
599,afghan darbar restaurant lajpat nagar 2 new delhi,"28.5704712376,77.2424704582"
600,scorpio cafe mayur vihar phase 2 new delhi,"28.6196898902,77.3010844365"
601,kumar samose wala moti nagar new delhi,"28.6643121610,77.1438533440"
602,pastry palace vikaspuri new delhi,"28.6395455075,77.0821326971"
603,afghan darbar restaurant lajpat nagar 2 new delhi,"28.5704712376,77.2424704582"
604,sindhi chicken corner pitampura new delhi,"28.7102437073,77.1440136060"
605,apna bhojnalaya rakesh cold drinks nit faridabad,"28.3862120942,77.2990633920"
606,grill thrill najafgarh new delhi,"28.6071205629,76.9856911898"
607,kays bar be que ashok vihar new delhi,"28.6932961023,77.1730270609"
608,nic natural ice creams south city 2 gurgaon,"28.4199220000,77.0516660000"
609,new delhi fried chicken and co 1 sda new delhi,"28.5466343313,77.1969040856"
610,monkey bar vasant kunj new delhi,"28.5365655231,77.1476547048"
611,the hudson cafe delhi university gtb nagar new delhi,"28.6949245490,77.2042399272"
612,superb cake sector 71 noida,"28.5973750000,77.3780180000"
613,coffee bond greater kailash gk 1 new delhi,"28.5494410323,77.2360717133"
614,lha kitchen safdarjung new delhi,"28.5614097559,77.1939791366"
615,24 7RestaurantNewDelhi,"28.6304885089,77.2273045778"
616,diamond food sector 51 noida,"28.5817907360,77.3722917214"
617,the american connection diner kalkaji new delhi,"28.5422966091,77.2529310733"
618,de jags rajouri garden new delhi,"28.6450458887,77.1216630936"
619,all india parantha trail sector 22 gurgaon,"28.5061129084,77.0704734698"
620,moti mahal delux tandoori trail east patel nagar new delhi,"28.6447248718,77.1727806330"
